YearPublished,GameWeight,MinPlayers,MaxPlayers,ComAgeRec,LanguageEase,BestPlayers,NumOwned,NumWish,NumWeightVotes,MfgPlaytime,MfgAgeRec,NumAlternates,NumExpansions,NumImplementations,IsReimplementation,Kickstarted,Rank:strategygames,Rank:abstracts,Rank:familygames,Rank:thematic,Rank:cgs,Rank:wargames,Rank:partygames,Rank:childrensgames,Cat:Thematic,Cat:Strategy,Cat:War,Cat:Family,Cat:CGS,Cat:Abstract,Cat:Party,Cat:Childrens,Rating,log_NumOwned,log_NumWish,log_MfgPlaytime
2007,1.1667,2,6,3.5,561.0,0,123,9,6,10,5,2,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,284,0,0,0,0,0,0,0,1,Medium,4.820281565605037,2.302585092994046,2.3978952727983707
2013,2.4615,2,4,10.0,81.0,0,482,24,13,60,10,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,6.180016653652572,3.2188758248682006,4.110873864173311
2007,2.5758,2,2,11.75,461.7142857142857,0,1549,184,66,120,10,2,0,0,0,0,21926,21926,21926,21926,21926,547,21926,21926,0,0,1,0,0,0,0,0,Medium,7.346010209913293,5.220355825078324,4.795790545596741
2020,2.6667,1,1,10.0,138.0,0,100,82,3,45,0,0,0,1,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,High,4.61512051684126,4.418840607796598,3.828641396489095
1995,1.8333,3,4,11.0,756.0,0,315,5,6,45,12,0,0,1,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,5.755742213586912,1.791759469228055,3.828641396489095
1995,1.7857,1,2,10.0,138.0,0,178,15,14,60,10,0,0,0,0,0,21926,21926,21926,21926,21926,2409,21926,21926,0,0,1,0,0,0,0,0,Medium,5.187385805840755,2.772588722239781,4.110873864173311
1972,2.1667,0,0,10.0,18.0,0,242,33,12,0,12,0,0,0,0,0,21926,21926,21926,21926,21926,1808,21926,21926,0,0,1,0,0,0,0,0,Medium,5.493061443340548,3.5263605246161616,0.0
2000,1.4946,3,7,8.0,107.0,0,2791,102,93,30,10,1,2,0,0,0,21926,21926,1629,921,21926,21926,21926,21926,1,0,0,1,0,0,0,0,Low,7.934513463882263,4.634728988229636,3.4339872044851463
1986,3.0667,2,2,10.0,138.0,0,342,14,15,240,12,0,0,0,0,0,21926,21926,21926,21926,21926,1257,21926,21926,0,0,1,0,0,0,0,0,High,5.8377304471659395,2.70805020110221,5.484796933490655
2019,3.6667,1,4,14.0,104.0,0,1122,458,18,150,13,3,4,1,1,1,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,High,7.023758954738443,6.129050210060545,5.017279836814924
2020,1.0,3,8,10.0,138.0,0,96,46,1,15,8,1,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,4.574710978503383,3.8501476017100584,2.772588722239781
2013,1.5,2,6,10.0,138.0,0,71,6,2,15,6,1,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,4.276666119016055,1.9459101490553132,2.772588722239781
2005,2.0448,3,5,8.0,172.5,0,1333,198,67,40,8,1,0,0,0,0,21926,21926,912,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0,Medium,7.195937226475569,5.293304824724492,3.713572066704308
2019,2.3333,2,4,11.0,138.0,0,107,53,3,45,14,1,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,4.68213122712422,3.9889840465642745,3.828641396489095
2002,3.9011,1,6,13.485714285714286,21.822222222222223,4,10403,2450,950,120,13,6,124,2,0,0,89,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0,High,9.249945626568541,7.804251383528112,4.795790545596741
2005,1.2667,2,4,9.333333333333334,391.0,0,619,49,60,25,9,5,0,0,0,0,21926,548,1683,21926,21926,21926,21926,21926,0,0,0,1,0,1,0,0,Low,6.429719478039138,3.912023005428146,3.258096538021482
1992,1.2,2,4,4.5,46.5,0,380,47,15,20,5,6,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,643,0,0,0,0,0,0,0,1,Low,5.942799375126701,3.871201010907891,3.044522437723423
2001,1.7463,3,5,11.0,456.0,0,1353,30,67,45,10,0,0,0,0,0,21926,21926,1442,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0,Medium,7.21081845347222,3.4339872044851463,3.828641396489095
1995,2.1111,2,6,10.0,113.0,0,567,43,18,30,10,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,6.342121418721152,3.784189633918261,3.4339872044851463
2016,1.5,3,6,10.0,138.0,0,569,40,2,45,10,0,2,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,6.345636360828596,3.713572066704308,3.828641396489095
2020,1.25,1,6,8.0,429.0,0,114,19,4,90,12,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,4.74493212836325,2.995732273553991,4.51085950651685
1800,1.0,2,6,4.666666666666667,672.0,0,156,6,18,10,4,0,0,0,0,0,21926,21926,21926,21926,21926,21926,618,839,0,0,0,0,0,0,1,1,Low,5.056245805348308,1.9459101490553132,2.3978952727983707
1850,1.25,2,12,10.0,138.0,0,130,9,4,10,9,9,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,4.875197323201151,2.302585092994046,2.3978952727983707
2018,1.8,2,7,8.0,216.0,0,472,147,5,30,10,0,0,2,1,1,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,6.159095388491933,4.997212273764115,3.4339872044851463
2014,1.6252,2,2,6.995121951219512,76.01149425287356,2,77304,6974,1358,30,8,23,3,2,0,0,21926,5,12,21926,21926,21926,21926,21926,0,0,0,1,0,1,0,0,High,11.255513915536694,8.850087606689566,3.4339872044851463
2003,1.4545,2,5,12.0,19.0,0,540,27,22,60,12,0,0,1,1,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,6.293419278846481,3.332204510175204,4.110873864173311
2018,1.0,2,6,8.0,211.0,0,181,7,2,15,8,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,5.204006687076795,2.0794415416798357,2.772588722239781
2010,1.8333,2,6,8.0,42.0,0,1293,18,30,30,8,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,7.165493475060845,2.9444389791664403,3.4339872044851463
1984,4.5556,2,2,10.0,138.0,0,197,11,9,300,12,0,0,0,0,0,21926,21926,21926,21926,21926,3301,21926,21926,0,0,1,0,0,0,0,0,Low,5.288267030694535,2.4849066497880004,5.707110264748875
2000,1.6667,3,5,10.0,138.0,0,92,13,3,60,0,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,4.532599493153256,2.6390573296152584,4.110873864173311
2005,1.4167,2,12,10.0,10.0,0,525,13,12,60,0,0,0,1,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,6.26530121273771,2.6390573296152584,4.110873864173311
1994,2.875,2,2,16.0,3.0,0,170,11,8,120,12,0,0,0,0,0,21926,21926,21926,21926,21926,3080,21926,21926,0,0,1,0,0,0,0,0,Low,5.14166355650266,2.4849066497880004,4.795790545596741
1995,1.9697,2,6,8.0,138.0,0,1520,45,33,120,8,0,0,3,0,0,21926,21926,21926,21926,21926,21926,21926,784,0,0,0,0,0,0,0,1,Low,7.327123292259293,3.828641396489095,4.795790545596741
2010,1.3529,1,4,5.2,226.0,0,332,30,17,20,7,0,0,0,0,0,21926,21926,1671,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0,Medium,5.808142489980444,3.4339872044851463,3.044522437723423
2015,3.6154,2,2,12.5,282.5,0,799,168,13,60,0,0,40,0,0,1,21926,21926,21926,21926,61,21926,21926,21926,0,0,0,0,1,0,0,0,High,6.684611727667927,5.1298987149230735,4.110873864173311
2019,2.2222,2,4,10.0,471.0,0,493,228,9,60,10,2,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,6.202535517187923,5.43372200355424,4.110873864173311
2006,2.1354,2,4,8.571428571428571,536.0714285714286,0,2985,238,288,45,8,4,0,1,0,0,1055,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0,Medium,8.001689978099135,5.476463551931511,3.828641396489095
2010,1.0,2,10,10.0,566.0,0,73,1,1,5,12,0,0,1,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,4.30406509320417,0.6931471805599453,1.791759469228055
2010,1.8457,2,4,8.705882352941176,26.08,3,2238,332,162,40,8,0,0,2,0,0,21926,21926,557,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0,Medium,7.713784616598755,5.808142489980444,3.713572066704308
2015,1.3466,2,4,7.208333333333333,101.15384615384616,4,8079,642,176,15,13,10,0,0,0,1,21926,21926,301,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0,Medium,8.997147151515142,6.466144724237619,2.772588722239781
2014,2.9167,2,2,12.0,169.0,0,430,23,12,30,13,0,1,0,0,0,21926,21926,21926,21926,104,21926,21926,21926,0,0,0,0,1,0,0,0,Medium,6.066108090103747,3.1780538303479458,3.4339872044851463
2004,1.0,2,4,4.333333333333333,906.0,0,221,9,6,15,5,4,1,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,5.402677381872279,2.302585092994046,2.772588722239781
1978,1.3636,2,8,10.0,138.0,0,223,5,11,30,8,5,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,5.4116460518550396,1.791759469228055,3.4339872044851463
2004,3.0,2,2,10.0,138.0,0,191,14,5,180,10,1,0,0,0,0,21926,21926,21926,21926,21926,3437,21926,21926,0,0,1,0,0,0,0,0,Low,5.2574953720277815,2.70805020110221,5.198497031265826
2021,1.1429,2,5,8.0,138.0,0,448,99,7,30,10,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,6.1070228877422545,4.605170185988092,3.4339872044851463
2011,2.9737,2,6,12.571428571428571,326.85714285714283,0,850,117,38,120,12,0,2,0,0,0,1976,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0,Low,6.7464121285733745,4.770684624465665,4.795790545596741
1994,2.3333,2,4,10.0,18.0,0,232,35,9,90,12,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,5.4510384535657,3.58351893845611,4.51085950651685
1992,1.8571,1,2,10.0,138.0,0,197,21,7,120,12,0,0,0,0,0,21926,21926,21926,21926,21926,2694,21926,21926,0,0,1,0,0,0,0,0,Medium,5.288267030694535,3.091042453358316,4.795790545596741
2007,1.0,2,4,10.0,11.0,0,139,5,1,15,6,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,689,0,0,0,0,0,0,0,1,Low,4.941642422609304,1.791759469228055,2.772588722239781
2013,2.5,1,4,10.0,346.0,0,189,50,14,45,13,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,5.247024072160486,3.9318256327243257,3.828641396489095
2012,1.0,2,4,5.0,521.0,0,54,3,2,10,5,2,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,4.007333185232471,1.3862943611198906,2.3978952727983707
2016,1.0444,3,8,6.333333333333333,231.0,6,3814,342,45,20,7,4,1,1,1,0,21926,21926,578,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0,Medium,8.246695943718557,5.8377304471659395,3.044522437723423
2020,1.0,2,6,10.0,138.0,0,160,33,3,20,7,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,5.081404364984463,3.5263605246161616,3.044522437723423
2018,2.115,2,4,9.666666666666666,1.0,4,11842,1501,113,45,8,11,0,1,0,0,21926,21926,133,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0,High,9.379492254721495,7.31455283232408,3.828641396489095
2019,1.0,4,8,10.0,138.0,0,106,18,2,90,12,1,0,0,0,1,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,High,4.672828834461906,2.9444389791664403,4.51085950651685
2010,1.0,3,12,5.0,16.0,0,113,6,5,20,6,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,4.736198448394496,1.9459101490553132,3.044522437723423
2016,2.9583,3,4,14.0,181.5,0,1400,169,24,90,12,0,0,0,0,0,1546,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0,Medium,7.244941546337007,5.135798437050262,4.51085950651685
2019,1.7931,2,4,8.25,236.0,0,1979,339,29,30,8,2,1,0,0,0,21926,97,522,21926,21926,21926,21926,21926,0,0,0,1,0,1,0,0,Medium,7.590852123688581,5.8289456176102075,3.4339872044851463
2011,1.75,2,4,8.0,196.0,0,44,23,4,20,6,1,0,1,0,0,21926,546,21926,21926,21926,21926,21926,21926,0,0,0,0,0,1,0,0,High,3.8066624897703196,3.1780538303479458,3.044522437723423
1986,2.0,2,6,10.0,138.0,0,107,5,2,45,10,1,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,4.68213122712422,1.791759469228055,3.828641396489095
2008,1.8889,2,2,10.0,3.0,0,150,32,9,60,12,0,0,0,0,0,21926,21926,21926,21926,21926,2526,21926,21926,0,0,1,0,0,0,0,0,Medium,5.017279836814924,3.4965075614664802,4.110873864173311
2009,1.25,2,6,10.0,138.0,0,254,6,4,20,8,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,5.541263545158426,1.9459101490553132,3.044522437723423
2017,2.6,2,4,10.0,206.0,0,627,161,10,60,10,2,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,6.4425401664681985,5.087596335232384,4.110873864173311
1989,1.4444,2,4,5.666666666666667,138.0,0,105,81,9,0,7,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,4.663439094112067,4.406719247264253,0.0
2011,1.5,2,4,10.0,161.0,0,131,15,4,30,7,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,4.882801922586371,2.772588722239781,3.4339872044851463
2003,1.069,1,6,5.5,46.0,0,545,33,29,10,7,1,0,0,0,0,21926,21926,2001,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0,Low,6.302618975744905,3.5263605246161616,2.3978952727983707
2017,3.3529,2,6,11.5,192.5,0,364,260,17,90,12,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,High,5.8998973535824915,5.564520407322694,4.51085950651685
1996,1.1818,2,4,10.0,138.0,0,104,12,11,30,10,1,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,4.653960350157523,2.5649493574615367,3.4339872044851463
2005,2.0,2,2,8.0,521.0,0,179,21,7,20,8,2,0,0,0,0,21926,406,21926,21926,21926,21926,21926,21926,0,0,0,0,0,1,0,0,Medium,5.19295685089021,3.091042453358316,3.044522437723423
2003,2.6154,1,2,12.0,27.0,0,241,13,13,120,12,1,0,0,0,0,21926,21926,21926,21926,21926,2034,21926,21926,0,0,1,0,0,0,0,0,High,5.488937726156687,2.6390573296152584,4.795790545596741
2012,1.7,2,6,8.857142857142858,301.0,0,312,33,30,30,10,1,0,0,0,0,21926,21926,2224,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0,Low,5.746203190540153,3.5263605246161616,3.4339872044851463
1967,1.4444,2,5,10.0,138.0,0,261,18,9,45,8,1,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,5.568344503761097,2.9444389791664403,3.828641396489095
2010,3.875,1,2,12.0,28.0,0,385,67,16,1200,12,0,0,0,0,0,21926,21926,21926,21926,21926,1381,21926,21926,0,0,1,0,0,0,0,0,High,5.955837369464831,4.219507705176107,7.0909098220799835
2012,3.1429,1,2,13.2,97.2,0,679,275,21,240,12,0,1,1,1,0,21926,21926,21926,21926,21926,584,21926,21926,0,0,1,0,0,0,0,0,High,6.522092798170152,5.62040086571715,5.484796933490655
2017,3.5,2,4,10.0,138.0,0,154,79,4,90,12,0,0,0,0,1,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,5.043425116919247,4.382026634673881,4.51085950651685
2010,1.4516,2,5,5.5,411.0,0,1007,175,31,30,7,2,1,0,0,0,21926,21926,1020,21926,21926,21926,21926,44,0,0,0,1,0,0,0,1,Medium,6.915723448631314,5.170483995038151,3.4339872044851463
2017,2.0,2,5,10.0,16.0,0,301,135,2,25,8,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,5.71042701737487,4.912654885736052,3.258096538021482
2014,1.0,2,4,8.0,138.0,0,222,2,1,180,8,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,5.407171771460119,1.0986122886681098,5.198497031265826
2017,2.5455,1,6,10.0,117.5,4,9587,1894,132,120,14,1,13,1,0,1,21926,21926,21926,213,21926,21926,21926,21926,1,0,0,0,0,0,0,0,High,9.168267595554275,7.546974117516527,4.795790545596741
2018,1.4,2,6,8.0,138.0,0,1009,106,5,30,8,0,3,1,1,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,6.917705609835305,4.672828834461906,3.4339872044851463
2000,1.2,1,8,4.5,56.0,0,353,17,10,30,5,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,259,0,0,0,0,0,0,0,1,Low,5.869296913133774,2.8903717578961645,3.4339872044851463
2016,1.3333,3,7,8.666666666666666,644.0,0,774,44,6,45,10,1,0,1,1,0,21926,21926,21926,21926,21926,21926,167,21926,0,0,0,0,0,0,1,0,High,6.652863029353347,3.8066624897703196,3.828641396489095
1800,1.2667,2,40,10.0,138.0,0,228,8,15,2,8,2,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,5.43372200355424,2.1972245773362196,1.0986122886681098
2011,1.0,3,8,10.0,89.0,0,63,58,4,30,12,0,0,1,1,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,4.1588830833596715,4.07753744390572,3.4339872044851463
1975,1.8235,2,6,10.0,138.0,0,282,18,17,90,10,2,0,0,0,0,2089,21926,1769,21926,21926,21926,21926,21926,0,1,0,1,0,0,0,0,Medium,5.645446897643238,2.9444389791664403,4.51085950651685
2018,1.0,2,4,10.0,281.0,0,57,12,1,25,10,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,4.060443010546419,2.5649493574615367,3.258096538021482
1979,2.9412,2,6,16.0,3.0,0,336,23,17,240,12,0,0,1,0,0,21926,21926,21926,21926,21926,2739,21926,21926,0,0,1,0,0,0,0,0,Low,5.820082930352362,3.1780538303479458,5.484796933490655
2016,3.0,2,5,10.0,138.0,0,156,72,1,75,13,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,High,5.056245805348308,4.290459441148391,4.330733340286331
1996,2.0,3,6,10.0,138.0,0,57,6,1,20,0,0,0,0,0,0,21926,21926,21926,21926,21926,3303,21926,21926,0,0,1,0,0,0,0,0,Low,4.060443010546419,1.9459101490553132,3.044522437723423
1982,2.3333,2,2,10.0,138.0,0,115,36,6,60,10,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,High,4.7535901911063645,3.6109179126442243,4.110873864173311
1992,2.5909,2,2,12.0,138.0,0,407,16,22,120,12,1,0,0,0,0,21926,21926,21926,21926,21926,1752,21926,21926,0,0,1,0,0,0,0,0,Medium,6.0112671744041615,2.833213344056216,4.795790545596741
2009,0.0,2,7,10.0,138.0,0,113,1,0,30,10,0,0,1,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,4.736198448394496,0.6931471805599453,3.4339872044851463
1987,4.0,2,2,16.0,253.75,0,957,28,60,180,12,0,8,3,1,0,21926,21926,21926,21926,21926,1199,21926,21926,0,0,1,0,0,0,0,0,Medium,6.86484777797086,3.367295829986474,5.198497031265826
1991,1.5,4,0,14.0,138.0,0,373,6,12,25,18,2,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,5.924255797414532,1.9459101490553132,3.258096538021482
2010,1.625,2,4,6.0,6.0,0,333,20,8,10,8,1,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,5.811140992976701,3.044522437723423,2.3978952727983707
2015,2.4,2,4,10.0,379.0,0,313,39,5,90,15,0,0,0,0,1,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,High,5.749392985908253,3.6888794541139363,4.51085950651685
2011,3.7143,2,2,13.0,558.0,0,635,150,14,60,15,0,0,0,0,0,21926,21926,21926,21926,21926,489,21926,21926,0,0,1,0,0,0,0,0,High,6.455198563340122,5.017279836814924,4.110873864173311
2016,2.0952,2,5,8.8,102.8,0,2299,437,21,40,10,2,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,7.7406644019172415,6.082218910376446,3.713572066704308
2014,1.5,4,4,11.714285714285714,4.733333333333333,0,3771,1981,62,15,13,0,0,0,0,0,21926,21926,21926,177,21926,21926,34,21926,1,0,0,0,0,0,1,0,High,8.235360643753348,7.591861714889934,2.772588722239781
1995,2.1667,1,2,10.0,138.0,0,151,29,6,45,0,0,0,0,0,0,21926,21926,21926,21926,212,21926,21926,21926,0,0,0,0,1,0,0,0,Low,5.0238805208462765,3.4011973816621555,3.828641396489095
2016,3.5,2,2,12.0,453.0,0,301,69,4,2880,14,0,1,2,1,0,21926,21926,21926,21926,21926,2039,21926,21926,0,0,1,0,0,0,0,0,High,5.71042701737487,4.248495242049359,7.9658927350845286
2004,2.3408,2,4,10.444444444444445,31.0,2,5852,632,622,60,10,4,4,1,0,0,601,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0,Medium,8.67470962929122,6.450470422144176,4.110873864173311
2010,1.5,2,8,10.0,290.0,0,126,5,2,30,10,0,1,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,4.844187086458591,1.791759469228055,3.4339872044851463
2019,2.3636,1,4,9.5,59.5,0,1355,258,11,75,12,2,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,7.212294468500341,5.556828061699537,4.330733340286331
1988,1.1837,2,4,7.2,61.0,4,7189,126,283,10,8,4,0,5,0,0,21926,21926,974,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0,Medium,8.880446450715093,4.844187086458591,2.3978952727983707
2011,1.2857,2,7,10.0,504.5,0,742,67,28,20,10,0,0,0,0,0,21926,21926,21926,21926,21926,21926,427,21926,0,0,0,0,0,0,1,0,Low,6.610696044717759,4.219507705176107,3.044522437723423
2005,2.85,2,3,10.5,34.666666666666664,0,682,51,20,240,12,0,0,0,0,0,21926,21926,21926,21926,21926,1043,21926,21926,0,0,1,0,0,0,0,0,Medium,6.52649485957079,3.9512437185814275,5.484796933490655
2006,1.4,2,10,6.0,138.0,0,119,12,10,30,6,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,4.787491742782046,2.5649493574615367,3.4339872044851463
1994,2.75,2,8,12.0,22.0,0,280,49,8,120,12,3,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,5.638354669333745,3.912023005428146,4.795790545596741
2006,2.4853,3,6,12.857142857142858,33.18181818181818,0,1757,244,136,120,14,1,0,0,0,0,21926,21926,21926,827,21926,2029,21926,21926,1,0,1,0,0,0,0,0,Medium,7.471932078245122,5.501258210544727,4.795790545596741
2004,1.2644,2,4,3.9166666666666665,6.0,0,2375,74,87,30,8,4,0,4,0,0,21926,21926,1298,21926,21926,21926,349,21926,0,0,0,1,0,0,1,0,Low,7.773173680482536,4.31748811353631,3.4339872044851463
2016,3.4738,1,2,13.110344827586207,304.2142857142857,2,58471,8494,1049,120,14,11,84,0,0,0,21926,21926,21926,11,1,21926,21926,21926,1,0,0,0,1,0,0,0,High,10.976303286160228,9.047233034106032,4.795790545596741
2018,2.0,2,5,12.0,359.0,0,137,36,3,50,14,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,4.927253685157205,3.6109179126442243,3.9318256327243257
1997,1.6471,3,8,9.0,12.0,0,392,6,17,60,10,1,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,5.973809611869261,1.9459101490553132,4.110873864173311
2005,1.2,4,8,10.0,138.0,0,63,8,5,30,12,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,4.1588830833596715,2.1972245773362196,3.4339872044851463
1994,1.0,2,6,17.0,88.0,0,126,2,2,150,16,5,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,4.844187086458591,1.0986122886681098,5.017279836814924
1996,2.6765,2,2,12.0,486.0,0,1028,73,34,90,10,0,0,2,1,0,21926,21926,21926,425,21926,21926,21926,21926,1,0,0,0,0,0,0,0,High,6.9363427358340495,4.30406509320417,4.51085950651685
2002,4.1818,2,2,15.5,103.33333333333331,0,453,81,33,180,10,1,62,1,0,0,21926,21926,21926,21926,21926,650,21926,21926,0,0,1,0,0,0,0,0,High,6.118097198041348,4.406719247264253,5.198497031265826
2013,1.0,2,8,8.0,138.0,0,328,10,2,0,10,0,0,1,1,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,5.796057750765372,2.3978952727983707,0.0
2006,3.25,2,2,10.0,138.0,0,139,13,4,300,12,0,0,1,0,0,21926,21926,21926,21926,21926,1588,21926,21926,0,0,1,0,0,0,0,0,High,4.941642422609304,2.6390573296152584,5.707110264748875
2013,2.0,2,4,10.0,138.0,0,129,35,1,20,8,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,4.867534450455582,3.58351893845611,3.044522437723423
2016,3.0,2,2,10.0,138.0,0,105,44,2,120,12,0,0,1,1,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,High,4.663439094112067,3.8066624897703196,4.795790545596741
2011,2.462,1,4,9.11111111111111,81.0,4,2222,1010,158,60,10,0,0,0,0,0,715,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0,Medium,7.706612913964197,6.918695219020472,4.110873864173311
2012,2.619,2,4,12.0,138.0,0,593,215,21,45,8,0,35,2,1,0,21926,21926,21926,21926,21926,601,21926,21926,0,0,1,0,0,0,0,0,High,6.386879319362645,5.375278407684165,3.828641396489095
