YearPublished,GameWeight,MinPlayers,MaxPlayers,ComAgeRec,LanguageEase,BestPlayers,NumOwned,NumWish,NumWeightVotes,MfgPlaytime,MfgAgeRec,NumAlternates,NumExpansions,NumImplementations,IsReimplementation,Kickstarted,Rank:strategygames,Rank:abstracts,Rank:familygames,Rank:thematic,Rank:cgs,Rank:wargames,Rank:partygames,Rank:childrensgames,Cat:Thematic,Cat:Strategy,Cat:War,Cat:Family,Cat:CGS,Cat:Abstract,Cat:Party,Cat:Childrens,Rating,log_NumOwned,log_NumWish,log_MfgPlaytime
2016,2.6667,1,5,12.666666666666666,518.0,0,270,104,6,120,15,0,4,0,0,1,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,High,5.602118820879701,4.653960350157523,4.795790545596741
1980,1.625,2,4,14.0,12.0,0,125,15,8,90,12,1,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,4.836281906951478,2.772588722239781,4.51085950651685
2012,1.2222,2,4,8.0,441.0,0,160,10,9,30,8,1,0,1,1,0,21926,551,21926,21926,21926,21926,21926,21926,0,0,0,0,0,1,0,0,Medium,5.081404364984463,2.3978952727983707,3.4339872044851463
2013,1.0,2,2,10.0,138.0,0,100,5,1,15,8,0,0,0,0,1,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,4.61512051684126,1.791759469228055,2.772588722239781
2013,3.6111,2,2,10.8,406.0,0,149,137,18,45,10,5,0,0,0,1,21926,369,21926,21926,21926,21926,21926,21926,0,0,0,0,0,1,0,0,High,5.0106352940962555,4.927253685157205,3.828641396489095
1997,1.25,3,8,10.0,138.0,0,71,1,4,30,0,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,4.276666119016055,0.6931471805599453,3.4339872044851463
2012,1.5652,1,8,3.0,298.0,0,580,53,23,40,3,0,3,0,0,1,21926,21926,2035,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0,Low,6.364750756851911,3.9889840465642745,3.713572066704308
2015,2.0,2,2,12.0,114.0,0,1714,106,4,45,12,1,36,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,7.44716835960004,4.672828834461906,3.828641396489095
2013,2.5,2,2,16.0,262.3333333333333,0,331,37,8,45,14,0,1,1,0,0,21926,21926,21926,21926,21926,1306,21926,21926,0,0,1,0,0,0,0,0,High,5.805134968916488,3.6375861597263857,3.828641396489095
2020,2.0833,1,8,10.5,67.25,0,1846,701,24,30,10,7,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,High,7.52131798019924,6.553933404025811,3.4339872044851463
1996,1.5875,2,4,7.2,1.0,0,1382,91,80,20,10,1,0,0,0,0,21926,285,21926,21926,21926,21926,21926,21926,0,0,0,0,0,1,0,0,Medium,7.232010331664759,4.5217885770490405,3.044522437723423
2017,1.0,2,6,4.8,61.0,0,1763,380,27,20,6,3,0,0,0,0,21926,21926,728,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0,Medium,7.475339236566737,5.942799375126701,3.044522437723423
2014,2.1429,2,6,12.0,669.0,0,1046,144,21,60,12,0,10,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,6.953684210870537,4.976733742420574,4.110873864173311
2017,1.5,2,4,10.0,202.0,0,224,35,4,20,10,2,1,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,5.41610040220442,3.58351893845611,3.044522437723423
1986,4.1642,2,7,14.636363636363637,1.64,5,7548,1502,542,360,14,4,10,0,0,0,123,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0,High,8.929170383139624,7.315218389752975,5.8888779583328805
2019,1.0,5,20,10.0,138.0,0,288,67,3,0,10,1,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,5.666426688112432,4.219507705176107,0.0
2010,1.4828,2,5,6.0,526.0,0,898,58,29,25,8,1,0,1,1,0,21926,21926,1438,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0,Medium,6.80128303447162,4.07753744390572,3.258096538021482
2016,3.25,2,2,12.0,168.5,0,263,28,8,30,13,0,2,0,0,1,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,High,5.575949103146316,3.367295829986474,3.4339872044851463
2011,1.3163,2,5,6.111111111111111,31.55555555555556,0,3277,215,98,30,6,8,1,1,1,0,21926,21926,991,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0,Medium,8.094988759303774,5.375278407684165,3.4339872044851463
2018,1.7903,2,2,8.75,2.0,0,6535,1571,62,30,14,2,1,1,0,0,324,21926,21926,21926,21926,171,21926,21926,0,1,1,0,0,0,0,0,High,8.785080636539838,7.360103972989152,3.4339872044851463
2004,2.1429,2,3,10.0,76.0,0,60,6,7,15,9,0,0,0,0,0,21926,1095,21926,21926,21926,21926,21926,21926,0,0,0,0,0,1,0,0,Low,4.110873864173311,1.9459101490553132,2.772588722239781
2020,3.2571,1,5,13.0,243.0,0,3288,477,35,90,12,0,1,1,1,1,536,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0,High,8.098338846189057,6.169610732491456,4.51085950651685
2021,2.75,1,4,11.333333333333334,2.0,0,1679,1173,24,90,14,0,1,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,High,7.426549072397305,7.068172000388042,4.51085950651685
2008,1.2308,2,5,10.0,376.0,0,197,7,13,15,8,1,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,5.288267030694535,2.0794415416798357,2.772588722239781
2003,1.125,2,5,8.0,1.0,0,239,21,16,20,10,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,5.480638923341991,3.091042453358316,3.044522437723423
1980,2.3333,2,4,16.0,23.5,0,155,14,3,90,10,0,0,0,0,0,21926,21926,21926,21926,21926,3151,21926,21926,0,0,1,0,0,0,0,0,Low,5.049856007249537,2.70805020110221,4.51085950651685
2019,2.4,1,4,8.0,138.0,0,869,243,10,60,9,0,5,1,0,1,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,High,6.76849321164863,5.497168225293202,4.110873864173311
2019,2.6667,1,4,12.0,563.0,0,378,211,3,90,14,0,3,0,0,1,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,High,5.937536205082426,5.356586274672012,4.51085950651685
2015,2.3564,2,4,10.681818181818182,1.0,3,6748,940,188,60,14,1,0,0,0,0,497,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0,High,8.817149624743406,6.846943139585379,4.110873864173311
2017,2.25,2,6,10.0,138.0,0,53,25,4,75,10,1,1,1,1,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,3.9889840465642745,3.258096538021482,4.330733340286331
2017,2.0,1,4,10.0,138.0,0,392,51,1,30,0,0,1,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,High,5.973809611869261,3.9512437185814275,3.4339872044851463
1986,3.2727,2,2,16.0,138.0,0,380,19,11,300,12,0,0,0,0,0,21926,21926,21926,21926,21926,2684,21926,21926,0,0,1,0,0,0,0,0,Low,5.942799375126701,2.995732273553991,5.707110264748875
2013,1.5,2,3,9.0,11.0,0,154,15,4,30,12,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,5.043425116919247,2.772588722239781,3.4339872044851463
2012,1.4,1,20,8.0,575.0,0,349,26,5,60,8,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,5.857933154483459,3.295836866004329,4.110873864173311
1980,2.6667,0,0,16.0,18.0,0,157,18,6,0,10,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,5.062595033026967,2.9444389791664403,0.0
2011,2.0,2,4,8.0,316.0,0,138,5,3,20,8,0,2,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,4.9344739331306915,1.791759469228055,3.044522437723423
2005,1.6154,2,4,10.0,1.0,0,201,22,13,30,8,0,0,0,0,0,21926,519,21926,21926,21926,21926,21926,21926,0,0,0,0,0,1,0,0,Medium,5.308267697401205,3.1354942159291497,3.4339872044851463
1987,2.0,8,8,10.0,138.0,0,240,11,2,180,18,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,5.484796933490655,2.4849066497880004,5.198497031265826
1994,3.0714,2,2,12.0,12.5,0,255,12,14,180,14,0,0,0,0,0,21926,21926,21926,21926,21926,2622,21926,21926,0,0,1,0,0,0,0,0,Medium,5.545177444479562,2.5649493574615367,5.198497031265826
2013,1.6667,2,4,10.0,601.0,0,113,22,3,20,8,0,0,0,0,1,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,4.736198448394496,3.1354942159291497,3.044522437723423
1801,1.0,2,4,5.0,6.0,0,178,17,7,30,6,3,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,5.187385805840755,2.8903717578961645,3.4339872044851463
2008,2.4,1,2,10.0,138.0,0,115,16,5,45,0,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,High,4.7535901911063645,2.833213344056216,3.828641396489095
2015,3.7281,1,3,13.636363636363637,453.1666666666667,3,4863,648,114,120,14,2,0,0,0,0,21926,21926,21926,243,21926,21926,21926,21926,1,0,0,0,0,0,0,0,High,8.489616423646003,6.47543271670409,4.795790545596741
1979,2.697,2,3,14.4,28.0,0,670,52,33,120,10,0,3,2,1,0,21926,21926,21926,21926,21926,850,21926,21926,0,0,1,0,0,0,0,0,Medium,6.508769136971682,3.970291913552122,4.795790545596741
2009,2.375,2,6,8.0,2.333333333333333,0,831,68,40,120,10,0,10,0,0,0,21926,21926,21926,21926,146,1930,21926,21926,0,0,1,0,1,0,0,0,Medium,6.723832440821209,4.23410650459726,4.795790545596741
2014,1.0,2,6,3.0,138.0,0,110,5,3,10,4,3,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,4.709530201312334,1.791759469228055,2.3978952727983707
2002,0.0,2,0,10.0,138.0,0,161,17,0,120,12,2,0,3,1,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,High,5.087596335232384,2.8903717578961645,4.795790545596741
1981,2.3214,3,6,11.666666666666666,2.0,0,277,11,28,120,12,2,0,1,1,0,21926,21926,21926,21926,21926,3428,21926,21926,0,0,1,0,0,0,0,0,Low,5.627621113690637,2.4849066497880004,4.795790545596741
2020,2.1646,2,5,9.866666666666667,497.0,3,6708,1653,79,75,14,2,0,0,0,0,21926,21926,283,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0,High,8.811205187562887,7.4109518755836366,4.330733340286331
1996,1.6,2,2,10.0,138.0,0,163,6,5,60,12,0,0,1,0,0,21926,21926,21926,21926,21926,3318,21926,21926,0,0,1,0,0,0,0,0,Low,5.099866427824199,1.9459101490553132,4.110873864173311
2011,1.1429,2,6,7.0,141.0,0,335,18,21,20,7,0,0,0,0,0,21926,21926,1839,21926,21926,21926,21926,242,0,0,0,1,0,0,0,1,Low,5.817111159963204,2.9444389791664403,3.044522437723423
2016,3.0,1,4,10.0,138.0,0,69,14,1,60,10,0,0,0,0,1,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,4.248495242049359,2.70805020110221,4.110873864173311
2006,1.1321,2,4,4.818181818181818,276.0,0,1056,230,53,15,5,5,0,1,0,0,21926,21926,21926,21926,21926,21926,21926,50,0,0,0,0,0,0,0,1,Medium,6.963189985870238,5.442417710521793,2.772588722239781
2015,1.8462,2,4,10.0,126.0,0,297,37,13,40,8,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,5.697093486505405,3.6375861597263857,3.713572066704308
2019,2.5,1,2,13.0,148.0,0,2229,87,8,30,10,2,3,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,7.709756864454165,4.477336814478207,3.4339872044851463
2000,1.5161,2,6,8.333333333333334,3.5,0,1572,41,31,30,8,8,0,0,0,0,21926,21926,2174,1199,21926,21926,21926,21926,1,0,0,1,0,0,0,0,Low,7.360739903058278,3.7376696182833684,3.4339872044851463
2017,1.2791,3,12,10.076923076923077,2.571428571428572,0,3663,475,43,20,8,5,2,0,0,0,21926,21926,21926,21926,21926,21926,166,21926,0,0,0,0,0,0,1,0,Medium,8.20631072579402,6.16541785423142,3.044522437723423
2019,1.3333,2,2,9.0,57.0,0,70,5,6,0,12,0,3,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,High,4.2626798770413155,1.791759469228055,0.0
2019,3.8571,1,4,14.0,138.0,0,572,246,14,120,13,0,3,0,0,1,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,6.35088571671474,5.5093883366279774,4.795790545596741
1962,1.1,2,2,10.0,138.0,0,217,34,10,45,8,4,2,0,0,0,21926,21926,21926,21926,21926,2908,21926,324,0,0,1,0,0,0,0,1,Low,5.384495062789089,3.5553480614894135,3.828641396489095
2007,1.0,2,4,3.6666666666666665,42.0,0,241,4,6,20,4,2,0,1,0,0,21926,21926,21926,21926,21926,21926,21926,660,0,0,0,0,0,0,0,1,Low,5.488937726156687,1.6094379124341003,3.044522437723423
2018,2.0,2,8,10.0,1.0,0,334,146,2,45,13,2,2,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,5.814130531825066,4.990432586778736,3.828641396489095
2012,1.75,2,2,10.0,138.0,0,75,1,4,45,11,0,0,0,0,1,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,4.330733340286331,0.6931471805599453,3.828641396489095
1976,1.6667,2,4,8.0,138.0,0,82,15,3,30,7,3,0,0,0,0,21926,21926,21926,21926,21926,2761,21926,21926,0,0,1,0,0,0,0,0,Medium,4.418840607796598,2.772588722239781,3.4339872044851463
2008,2.0,2,2,10.0,138.0,0,106,16,1,30,9,0,0,1,0,0,21926,623,21926,21926,21926,21926,21926,21926,0,0,0,0,0,1,0,0,Medium,4.672828834461906,2.833213344056216,3.4339872044851463
2019,2.2188,1,4,9.333333333333334,374.0,0,2334,349,32,60,12,7,0,0,0,0,21926,21926,21926,637,21926,21926,21926,21926,1,0,0,0,0,0,0,0,Medium,7.755767170102998,5.857933154483459,4.110873864173311
2009,1.5,2,4,8.0,101.0,0,134,19,16,20,0,1,1,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,4.90527477843843,2.995732273553991,3.044522437723423
1800,3.7778,2,2,8.0,6.0,0,85,26,9,60,8,3,0,0,0,0,21926,565,21926,21926,21926,21926,21926,21926,0,0,0,0,0,1,0,0,Medium,4.454347296253507,3.295836866004329,4.110873864173311
2000,4.3333,2,2,10.0,138.0,0,187,15,3,120,12,0,0,0,0,0,21926,21926,21926,21926,21926,3060,21926,21926,0,0,1,0,0,0,0,0,Low,5.236441962829949,2.772588722239781,4.795790545596741
1970,2.0,2,6,10.0,138.0,0,58,9,2,120,0,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,4.07753744390572,2.302585092994046,4.795790545596741
2007,1.125,2,4,4.166666666666667,271.0,0,398,33,24,15,5,7,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,269,0,0,0,0,0,0,0,1,Low,5.988961416889864,3.5263605246161616,2.772588722239781
1937,1.4828,2,9,8.8,1.2,0,2079,24,58,60,8,5,0,0,0,0,21926,21926,2091,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0,Low,7.640123172695364,3.2188758248682006,4.110873864173311
2017,4.125,2,2,16.0,283.6666666666667,0,321,159,24,1200,12,0,0,0,0,0,21926,21926,21926,21926,21926,1063,21926,21926,0,0,1,0,0,0,0,0,High,5.7745515455444085,5.075173815233827,7.0909098220799835
2015,1.6,2,4,10.0,138.0,0,371,5,5,45,12,0,1,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,5.918893854273146,1.791759469228055,3.828641396489095
2008,1.1765,2,4,5.333333333333333,6.0,0,101,42,17,30,8,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,4.624972813284271,3.7612001156935624,3.4339872044851463
2013,3.5333,1,3,16.0,498.0,0,506,81,15,840,0,0,0,2,1,0,21926,21926,21926,21926,21926,647,21926,21926,0,0,1,0,0,0,0,0,High,6.2285110035911835,4.406719247264253,6.734591659972948
2003,2.8889,2,10,12.0,17.5,0,365,36,18,240,12,4,1,0,0,0,21926,21926,21926,667,21926,539,21926,21926,1,0,1,0,0,0,0,0,High,5.902633333401366,3.6109179126442243,5.484796933490655
2018,0.0,2,4,10.0,138.0,0,85,33,0,45,13,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,4.454347296253507,3.5263605246161616,3.828641396489095
2005,2.274,2,6,16.3,12.8125,5,3378,448,281,60,16,3,0,0,0,0,1066,21926,21926,464,21926,21926,21926,21926,1,1,0,0,0,0,0,0,Medium,8.12533508671429,6.1070228877422545,4.110873864173311
2020,2.0,1,0,10.0,138.0,0,307,92,1,60,12,0,0,0,0,1,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,High,5.730099782973574,4.532599493153256,4.110873864173311
1987,2.2857,2,2,10.666666666666666,266.0,0,164,25,7,30,10,0,0,0,0,0,21926,511,21926,21926,21926,21926,21926,21926,0,0,0,0,0,1,0,0,High,5.10594547390058,3.258096538021482,3.4339872044851463
1998,2.0,2,4,10.0,138.0,0,102,2,2,60,7,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,4.634728988229636,1.0986122886681098,4.110873864173311
1991,2.0909,2,4,8.0,138.0,0,376,53,11,120,12,0,1,0,0,0,21926,21926,21926,21926,21926,3015,21926,21926,0,0,1,0,0,0,0,0,Low,5.932245187448011,3.9889840465642745,4.795790545596741
2011,1.1364,2,2,7.0,231.3333333333333,0,606,7,22,15,7,5,0,1,0,0,21926,21926,1931,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0,Low,6.408528791059498,2.0794415416798357,2.772588722239781
2003,1.9259,2,6,14.0,9.666666666666666,0,501,14,27,30,12,2,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,6.218600119691729,2.70805020110221,3.4339872044851463
2015,1.2,3,8,6.0,329.0,0,437,77,5,40,8,6,1,1,0,1,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,6.082218910376446,4.356708826689592,3.713572066704308
1968,1.5294,2,4,12.0,28.0,0,1018,34,17,60,10,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,6.926577033222725,3.5553480614894135,4.110873864173311
1991,2.6349,3,6,13.0,374.0,0,1571,76,63,60,0,0,2,4,1,0,998,21926,21926,369,21926,21926,21926,21926,1,1,0,0,0,0,0,0,High,7.360103972989152,4.343805421853684,4.110873864173311
2016,2.1579,2,4,9.0,351.75,0,2139,113,19,60,12,4,7,0,0,0,1605,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0,Medium,7.668561108015897,4.736198448394496,4.110873864173311
2003,3.1136,2,2,16.0,56.0,0,959,198,44,60,12,0,3,1,0,0,21926,21926,21926,21926,21926,344,21926,21926,0,0,1,0,0,0,0,0,High,6.866933284461882,5.293304824724492,4.110873864173311
2012,1.8571,6,25,11.0,253.3333333333333,0,1302,128,14,45,10,4,1,0,0,0,21926,21926,21926,21926,21926,21926,548,21926,0,0,0,0,0,0,1,0,Low,7.172424577124845,4.859812404361672,3.828641396489095
2016,2.2812,1,4,11.142857142857142,82.0,3,2767,645,32,60,13,0,1,1,1,0,1091,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0,Medium,7.92588031673756,6.470799503782602,4.110873864173311
2013,2.2162,2,2,8.75,446.0,0,1639,492,37,30,9,0,0,1,1,0,1027,21926,583,21926,21926,21926,21926,21926,0,1,0,1,0,0,0,0,Medium,7.402451520818244,6.20050917404269,3.4339872044851463
1996,3.4,2,12,14.0,62.0,0,66,8,5,60,12,2,0,0,0,0,21926,21926,21926,21926,21926,2564,21926,21926,0,0,1,0,0,0,0,0,Medium,4.204692619390966,2.1972245773362196,4.110873864173311
2020,1.5,2,2,10.0,138.0,0,231,50,2,15,10,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,5.44673737166631,3.9318256327243257,2.772588722239781
2010,1.3333,2,4,8.0,531.0,0,251,13,6,30,8,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,5.529429087511423,2.6390573296152584,3.4339872044851463
2020,1.25,2,4,7.0,231.0,0,66,15,4,40,8,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,High,4.204692619390966,2.772588722239781,3.713572066704308
2009,3.6364,3,3,13.666666666666666,411.9,0,910,418,88,180,0,0,0,1,0,0,1009,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0,High,6.814542897259958,6.037870919922137,5.198497031265826
2012,2.0638,2,4,10.028169014084508,118.91891891891892,3,40581,2299,925,45,12,5,10,0,0,0,681,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0,Medium,10.611079897527569,7.7406644019172415,3.828641396489095
2017,1.0,2,4,8.0,206.0,0,680,64,3,30,8,0,1,1,0,0,21926,21926,1602,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0,Medium,6.523562306149512,4.174387269895637,3.4339872044851463
2006,1.6667,2,6,10.0,138.0,0,266,23,21,30,9,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,5.58724865840025,3.1780538303479458,3.4339872044851463
2016,1.0,2,2,10.0,352.0,0,522,2,2,15,10,0,0,0,0,1,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,6.259581464064923,1.0986122886681098,2.772588722239781
1988,1.2,2,6,10.0,45.0,0,78,0,5,60,10,8,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,4.3694478524670215,0.0,4.110873864173311
2020,2.0,2,4,10.0,138.0,0,1557,83,5,30,13,0,3,0,0,1,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,7.351158226430694,4.430816798843313,3.4339872044851463
2014,2.5,1,1,12.0,232.0,0,149,136,6,60,12,0,0,0,0,0,21926,21926,21926,21926,21926,1866,21926,21926,0,0,1,0,0,0,0,0,High,5.0106352940962555,4.919980925828125,4.110873864173311
2019,2.0,3,5,8.0,57.0,0,305,58,2,45,14,0,0,0,0,1,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,5.723585101952381,4.07753744390572,3.828641396489095
2015,0.0,2,4,10.0,138.0,0,72,4,0,15,8,1,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,4.290459441148391,1.6094379124341003,2.772588722239781
1975,2.1538,2,2,10.0,138.0,0,205,15,13,90,12,0,0,0,0,0,21926,21926,21926,21926,21926,1641,21926,21926,0,0,1,0,0,0,0,0,Medium,5.327876168789581,2.772588722239781,4.51085950651685
1984,1.0286,2,6,8.0,296.0,0,912,18,35,30,7,1,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,6.816735880594968,2.9444389791664403,3.4339872044851463
2017,2.0,3,5,10.0,138.0,0,346,68,1,90,13,0,0,1,1,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,High,5.849324779946859,4.23410650459726,4.51085950651685
2013,1.6,3,8,14.5,219.0,0,301,30,10,30,8,0,5,1,0,1,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,5.71042701737487,3.4339872044851463,3.4339872044851463
2017,2.1429,2,2,13.333333333333334,113.0,0,269,82,7,60,13,0,0,0,0,1,21926,21926,21926,21926,21926,1673,21926,21926,0,0,1,0,0,0,0,0,Medium,5.598421958998375,4.418840607796598,4.110873864173311
1800,1.0,2,2,4.333333333333333,61.0,0,106,10,2,10,5,1,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,4.672828834461906,2.3978952727983707,2.3978952727983707
2014,2.6667,1,4,10.0,252.3333333333333,0,188,33,3,90,10,2,0,0,0,0,21926,21926,21926,21926,21926,1789,21926,21926,0,0,1,0,0,0,0,0,High,5.241747015059643,3.5263605246161616,4.51085950651685
1995,2.5417,1,2,10.0,138.0,0,498,46,24,600,12,0,0,0,0,0,21926,21926,21926,21926,21926,1238,21926,21926,0,0,1,0,0,0,0,0,Medium,6.212606095751519,3.8501476017100584,6.398594934535208
2010,3.5556,2,4,18.0,6.0,0,184,253,18,120,17,0,0,0,0,0,1679,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0,High,5.220355825078324,5.537334267018537,4.795790545596741
2013,2.0,2,6,10.0,184.0,0,110,8,1,50,18,0,0,1,1,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,4.709530201312334,2.1972245773362196,3.9318256327243257
2019,2.0,4,10,8.0,201.0,0,355,60,2,30,10,0,0,0,0,1,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,5.87493073085203,4.110873864173311,3.4339872044851463
1991,1.75,2,6,10.0,138.0,0,96,1,8,60,8,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,4.574710978503383,0.6931471805599453,4.110873864173311
2008,1.0,2,2,4.4,421.0,0,1150,49,25,10,5,4,0,1,1,0,21926,21926,1220,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0,Medium,7.048386408721883,3.912023005428146,2.3978952727983707
2017,2.0,2,2,7.428571428571429,471.0,0,219,51,8,20,8,1,0,0,0,0,21926,321,21926,21926,21926,21926,21926,21926,0,0,0,0,0,1,0,0,Medium,5.393627546352362,3.9512437185814275,3.044522437723423
2007,1.0,2,6,4.5,12.0,0,115,8,4,15,6,1,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,4.7535901911063645,2.1972245773362196,2.772588722239781
2007,1.08,2,4,3.25,131.0,0,232,62,25,15,6,4,0,0,0,0,21926,21926,1588,21926,21926,21926,21926,101,0,0,0,1,0,0,0,1,Medium,5.4510384535657,4.143134726391533,2.772588722239781
2014,2.1,1,6,8.0,448.0,0,2363,157,20,60,8,1,3,2,1,0,21926,21926,1510,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0,Low,7.768110378525988,5.062595033026967,4.110873864173311
